,isbn10,authors,title,category_id,lang,year,rating-avg,category_name
53626,1166572439,[37346],"Catalogue of Officers and Alumni of the State University of Iowa, 1847 to 1885 : And Students, 1884-1885 (1885)",292,en,2010,,Anthologies (non-poetry)
53627,1166549380,[37347],Catalogue President Jefferson's Library (1829),292,en,2010,,Anthologies (non-poetry)
53628,1166593061,[37348],Catalogue of the Library of the Worshipful Company of Clockmakers of London (1898),292,en,2010,,Anthologies (non-poetry)
53629,1166015599,"[37349, 37350]",Illustrated Catalogue of Etchings and Engravings by the Old and Modern Masters and a Few Paintings (1915),292,en,2010,,Anthologies (non-poetry)
53630,116640739X,[37351],A Chronological Catalogue of the Works of Daniel Defoe (1869),292,en,2010,,Anthologies (non-poetry)
53631,116641857X,"[28731, 458]",A Catalogue of the Fishes of Greece : With Notes on the Names Now in Use and Those Employed by Classical Authors (1892),292,en,2010,,Anthologies (non-poetry)
53632,1166426750,[37352],A Catalogue of Miniature Portraits in Enamel : In the Collection of the Duke of Bedford at Woburn Abbey (1825),292,en,2010,,Anthologies (non-poetry)
53633,1166429318,[37353],"Catalogue of Cameos, Intaglios, Medals, Bas-Reliefs, Busts and Small Statues (1787)",292,en,2010,,Anthologies (non-poetry)
53634,1166504336,[29368],"A Catalogue of That Part of William Tassie's Extensive Collection of Impressions from Engraved Gems, Consisting of Devices and Emblems (1830)",292,en,2010,,Anthologies (non-poetry)
53635,1166508862,[28985],"A Descriptive Catalogue of Useful and Valuable Books : In Various Languages, for the Year 1816 (1816)",292,en,2010,,Anthologies (non-poetry)
53636,1166483703,[37354],Catalogue of Arabic Books in the British Museum V2 (1901),292,en,2010,,Anthologies (non-poetry)
53637,1166484076,[37355],Twenty-Eighth Annual Catalogue of the State College of Washington for 1919 (1919),292,en,2010,,Anthologies (non-poetry)
53638,1166439496,[29369],Carlyle's House : Illustrated Catalogue Chronology and Descriptive Notes (1907),292,en,2010,,Anthologies (non-poetry)
53639,1166444791,[37356],A Catalogue of the Library of the Massachusetts Horticultural Society (1873),292,en,2010,,Anthologies (non-poetry)
53640,1166445992,[37357],Catalogue of North American Plants North of Mexico : Exclusive of the Lower Cryptogams (1898),292,en,2010,,Anthologies (non-poetry)
53641,1168193974,[37359],Bibliotheca Hispano-Americana : A Catalogue of Spanish Books (1870),292,en,2010,,Anthologies (non-poetry)
53642,1167233301,[37361],The Birds of South Africa : A Descriptive Catalogue or All the Known Species Occurring South of the Twenty-Eighth Parallel of South Latitude (1867),292,en,2010,,Anthologies (non-poetry)
53643,1168658152,[37362],"A Catalogue of the Drawings, Miniatures, Cameos and Art Illustrative of the Bonaparte Family : And the Principal Persons Connected with the Republic",292,en,2010,,Anthologies (non-poetry)
53644,1168830451,[29665],"A Catalogue of Sicilian Plants : With Some Remarks on the Geography, Geology, and Vegetation of Sicily (1842)",292,en,2010,,Anthologies (non-poetry)
53645,1168289769,[37369],"Catalogue of Authors Who Have Written on Rio de La Plata, Paraguay and Chaco (1807)",292,en,2010,,Anthologies (non-poetry)
53646,1168199247,[37389],Bibliotheca Architectonica : A Catalog of Books on the Fine Arts (1825),292,en,2010,,Anthologies (non-poetry)
53647,1165436582,"[37401, 4666]","Dante's Divine Comedy, the Inferno : A Literal Prose Translation, with the Text of the Original Collated from the Best Editions, and Explanatory Notes (1849)",292,en,2010,,Anthologies (non-poetry)
53648,143704459X,[37435],"Meservey's Bookkeeping, Single Entry : For Grammar Schools (1895)",292,en,2008,,Anthologies (non-poetry)
53649,1436621380,[37436],Easy Greek Grammar Papers (1896),292,en,2008,,Anthologies (non-poetry)
53650,1436764343,"[37450, 37451]",Allen and Greenough's Shorter Latin Grammar : For Schools and Academies (1896),292,en,2008,,Anthologies (non-poetry)
53651,116627568X,[37484],"The Second Part of a Catalogue of Books, for 1798 : In Various Languages and Classes of Learning (1798)",292,en,2010,,Anthologies (non-poetry)
53652,1165980134,[37490],"Catalogue of Plants Growing about Nottingham, to William Griffith (1738)",292,en,2010,,Anthologies (non-poetry)
53653,1165951061,[37491],"A Summary Catalogue V3 : Of Western Manuscripts in the Bodleian Library at Oxford, with References to the Oriental and Other Manuscripts (1895)",292,en,2010,,Anthologies (non-poetry)
53654,1166044378,[37492],Beautiful Old Chinese Porcelains : The Extraordinary Private Collection of S. S. Carvalho (1914),292,en,2010,,Anthologies (non-poetry)
53655,1166022765,[28988],Fasti Monastici Aevi Saxonici : Or an Alphabetical List of the Heads of Religious Houses in England Previous to the Norman Conquest (1872),292,en,2010,,Anthologies (non-poetry)
53656,1167300599,"[37500, 37501]","The Quaint Comedy of Love, Wooing and Mating : Songs, Lyrics, Ballads and Verses, an English, Scottish and Irish Anthology (1907)",292,en,2010,,Anthologies (non-poetry)
53657,1165250306,[37514],A Manual for the Study of Latin Grammar (1885),292,en,2010,,Anthologies (non-poetry)
53658,1165259281,[37550],A Grammar of the Punjabee Language (1812),292,en,2010,,Anthologies (non-poetry)
53659,1165258161,[37551],"A New Grammar of the Persian Tongue, Part 1, Accidence : For the Use of the Higher Classes in Schools and Colleges (1875)",292,en,2010,,Anthologies (non-poetry)
53660,1165254506,[37552],A Grammar for Learning the Principles of the Malabar Language : Properly Called Tamul and Tamulian Language (1778),292,en,2010,,Anthologies (non-poetry)
53661,1165419513,[37554],Elementary Grammar of the French Language (1859),292,en,2010,,Anthologies (non-poetry)
53662,1165407612,[19855],Defense of the Hebrew Grammar of Gesenius Against Professor Stuart's Translation (1847),292,en,2010,,Anthologies (non-poetry)
53663,1165273365,[37556],A Concise Grammar of the Russian Language (1916),292,en,2010,,Anthologies (non-poetry)
53664,116645875X,[37631],"An Introduction to the Irish Language : Part 1, an Original and Comprehensive Grammar, Part 2, Familiar Phrases and Dialogues (1843)",292,en,2010,,Anthologies (non-poetry)
53665,1166500985,[37633],"A Grammar of the Baloochee Language : As It Is Spoken in Makran, in the Persi-Arabic and Roman Characters (1877)",292,en,2010,,Anthologies (non-poetry)
53666,1165941880,[37634],"A Grammar of the Pukhto, Pushto : Or Language of the Afghans (1855)",292,en,2010,,Anthologies (non-poetry)
53667,1165617919,[12188],The Prince Readers for Boys (1883),292,en,2010,,Anthologies (non-poetry)
53668,116553097X,[37635],"Greek Exercises : Adapted to Adams's Greek Delectus and Wordsworth's Grammar, with a Lexicon (1856)",292,en,2010,,Anthologies (non-poetry)
53669,1165509490,[37636],Greek Grammar (1824),292,en,2010,,Anthologies (non-poetry)
53670,1165299496,[37637],"A Complete Grammar of the German Language : With Exercises, Readings, Conversations, Paradigms, and an Adequate Vocabulary (1868)",292,en,2010,,Anthologies (non-poetry)
53671,1165292033,[37638],A Short Grammar of the Greek New Testament : For Students Familiar with the Elements of Greek (1908),292,en,2010,,Anthologies (non-poetry)
53672,1165603136,[37639],"The Philosophy of Language : Containing Practical Rules for Acquiring a Knowledge of English Grammar, with Remarks on the Principles of Syntax and Composition (1838)",292,en,2010,,Anthologies (non-poetry)
53673,1165553856,[37640],"The Italian Analyst : Or the Essentials of Italian Grammar, and Their Application in Parsing (1840)",292,en,2010,,Anthologies (non-poetry)
53674,1168760909,[37641],Introduction to a Philosophical Grammar of Arabic : Being an Attempt to Discover a Few Simple Principles in Arabic Grammar (1871),292,en,2010,,Anthologies (non-poetry)
53675,1167303849,[37642],The Normal Fifth Reader (1878),292,en,2010,,Anthologies (non-poetry)
53676,1167067924,"[37643, 37644]",Rafael in Italy : A Geographical Reader (1912),292,en,2010,,Anthologies (non-poetry)
53677,1166232751,"[37645, 37646]",The Comic English Grammar : A New and Facetious Introduction to the English Tongue (1903),292,en,2010,,Anthologies (non-poetry)
53678,1166127109,[37647],"Nature Study, by Grades : A Text-Book for Lower Grammar Grades",292,en,2010,,Anthologies (non-poetry)
53679,1166110869,[37648],Grammatical Commentaries : Being an Apparatus to a New National Grammar (1718),292,en,2010,,Anthologies (non-poetry)
53680,1165590085,[27514],The Sentential Reader (1853),292,en,2010,,Anthologies (non-poetry)
53681,1165299321,[37659],A Complete Latin Grammar : For the Use of Students (1860),292,en,2010,,Anthologies (non-poetry)
53682,1165984199,[37660],A New Spanish Grammar (1725),292,en,2010,,Anthologies (non-poetry)
53683,1165986523,[224],A Practical Grammar of the Pali Language (1906),292,en,2010,,Anthologies (non-poetry)
53684,116598749X,"[37661, 37662]",A Grammar of the Arabic Language V1 (1874),292,en,2010,,Anthologies (non-poetry)
53685,1166407799,[21350],A Sketch of Mota Grammar (1877),292,en,2010,,Anthologies (non-poetry)
53686,1166446700,[37663],A Correct and an Entire Edition of the Five Books on Arabic Grammar V3 (1805),292,en,2010,,Anthologies (non-poetry)
53687,1166495914,[37664],"Cypher Code for Telegraphy : Arranged for Use with Telegraphic Does, Vocabularies, Etc. (1884)",292,en,2010,,Anthologies (non-poetry)
53688,1166503607,[10226],"A New Elementary Grammar Of, What Is Usually Called, the Hebrew Language of the Old Testament (1877)",292,en,2010,,Anthologies (non-poetry)
53689,1166342247,[37668],"The Elements of Romanian : A Complete Romanian Grammar, with Exercises (1919)",292,en,2010,,Anthologies (non-poetry)
53690,1166459160,[37669],"A Grammar of British Heraldry, Consisting of Blazon and Marshalling : With an Introduction on the Rise and Progress of Symbols and Ensigns (1854)",292,en,2010,,Anthologies (non-poetry)
53691,1166504948,"[17438, 37670]",Analytical Second Reader (1866),292,en,2010,,Anthologies (non-poetry)
53692,1166497569,[37671],A Grammar and Vocabulary of the Namaqua-Hottentot Language (1857),292,en,2010,,Anthologies (non-poetry)
53693,116652163X,[17438],"Analytical Fourth Reader : Containing Practical Directions for Reading, a Thorough Method of Thought-Analysis (1867)",292,en,2010,,Anthologies (non-poetry)
53694,1167234375,[37642],The Normal Fifth Reader (1878),292,en,2010,,Anthologies (non-poetry)
53695,1165443171,"[37672, 37673]","First French Progressive Reading Lessons : With Copious Notes, Vocabulary, and Outlines of French Grammar (1852)",292,en,2010,,Anthologies (non-poetry)
53696,1165101297,[11829],The Grammar School Boys of Gridley : Or Dick and Company Start Things Moving (1911),292,en,2010,,Anthologies (non-poetry)
53697,1165101130,[23624],"The Roots, Verb-Forms, and Primary Derivatives of the Sanskrit Language : A Supplement to His Sanskrit Grammar (1885)",292,en,2010,,Anthologies (non-poetry)
53698,1165103605,[37674],"The Principles of Language : Exemplified in a Practical English Grammar, with Copious Exercises (1843)",292,en,2010,,Anthologies (non-poetry)
53699,1165069741,[37675],"The Essence of French Grammar : Or the Mysteries of French Condensed, Explained, and Simplified (1855)",292,en,2010,,Anthologies (non-poetry)
53700,1165076047,[37676],The Keystone of Grammar Laid : Or the Governess's Assistant in Simplifying That Science (1843),292,en,2010,,Anthologies (non-poetry)
53701,1165079003,"[37677, 37678]","The Silver-Burdett Speller : In Four Parts for Primary, Intermediate, Grammar, and Advanced Grades (1913)",292,en,2010,,Anthologies (non-poetry)
53702,1165081784,[37679],The Interstate Primer and First Reader (1886),292,en,2010,,Anthologies (non-poetry)
53703,1165083345,[37680],The Finch First Reader (1900),292,en,2010,,Anthologies (non-poetry)
53704,116884410X,[37681],"A Key to the Exercises for Writing, Contained in the Manual of English Grammar (1847)",292,en,2010,,Anthologies (non-poetry)
53705,1168824044,[37686],"The Recovery Of Nitrate From Chilean Caliche : Containing A Vocabulary Of Terms, An Account Of The Shanks System (1921)",292,en,2010,,Anthologies (non-poetry)
53706,1168825237,[37687],A Brief Summary of German Grammar and a Beginners' Vocabulary (1914),292,en,2010,,Anthologies (non-poetry)
53707,1168807204,[37688],A Grammar for Learning the Principles of the Malabar Language : Properly Called Tamul and Tamulian Language (1778),292,en,2010,,Anthologies (non-poetry)
53708,116880695X,[37689],The Leading Questions on the Grammar of the German Language (1884),292,en,2010,,Anthologies (non-poetry)
53709,1166589188,[22527],Cassell's Readable Readers : Third Reading Book (1885),292,en,2010,,Anthologies (non-poetry)
53710,1165263076,"[37700, 37701]","A Practical Grammar of the Ancient Gaelic : Or Language of the Isle of Man, Chiefly Called Manks (1870)",292,en,2010,,Anthologies (non-poetry)
53711,1165261596,[37702],A Short German Grammar a Short German Grammar : For High Schools and Colleges (1879) for High Schools and Colleges (1879),292,en,2010,,Anthologies (non-poetry)
53712,1165268116,[37703],"A First Greek Course a First Greek Course : Containing Delectus, Exercise Book and Vocabularies, Adaptedcontaining Delectus, Exercise Book and Vocabularies, Adapted to the Greek Grammar (1864) to the Greek Grammar (1864)",292,en,2010,,Anthologies (non-poetry)
53713,1165266407,"[37704, 37705, 37706]",A Greek Grammar of the New Testament (1825),292,en,2010,,Anthologies (non-poetry)
53714,1165713330,[37713],Pontes Latini : A Steppingstone from the Beginning of Latin Grammar to Caesar (1878),292,en,2010,,Anthologies (non-poetry)
53715,1165662639,[37714],The Fundamentals of Spanish Grammar (1917),292,en,2010,,Anthologies (non-poetry)
53716,1165665050,[37715],"The Prakrita-Lakshanam, Part 1 : Or Chanda's Grammar of the Ancient, Arsha, Prakrit (1880)",292,en,2010,,Anthologies (non-poetry)
53717,1165702061,[37716],The Art of Reading Greek According to Accent as Well as According to Quantity : Or a Second Companion to the Eton Greek Grammar (1836),292,en,2010,,Anthologies (non-poetry)
53718,1165884275,[37717],A Narrative of the Proceedings of the Governors of the Grammar School in Bruton : From the Death of the Late Lord Berkeley to the Present Time (1792),292,en,2010,,Anthologies (non-poetry)
53719,116412756X,[37843],The First Days Of Man : As Narrated Quite Simply For Young Readers (1922),292,en,2010,,Anthologies (non-poetry)
53720,1700177052,[7251],2019-2020 Calendar & Day Planner Pocket Edition,292,en,2019,,Anthologies (non-poetry)
53721,1166995437,[37849],Higher Sanskrit Grammar : Or Gender and Syntax (1879),292,en,2010,,Anthologies (non-poetry)
53722,1258170884,[537],101 Hand Puppets : A Guide For Puppeteers Of All Ages,292,en,2011,,Anthologies (non-poetry)
53723,1166480410,"[38051, 38052]","Diseases of the Ear, Nose, and Throat : For the Family Physician and the Undergraduate Medical Student (1911)",292,en,2010,,Anthologies (non-poetry)
53724,1432508814,[38137],Notes On The Surgery Of The War In The Crimea : With Remarks On The Treatment Of Gunshot Wounds,292,en,2007,,Anthologies (non-poetry)
53725,1162247797,[38170],"The Discarded Daughter : A Comedy, In Five Acts (1832)",292,en,2010,,Anthologies (non-poetry)
53726,1168650224,[38171],Magic Squares,292,en,2010,,Anthologies (non-poetry)
53727,1169569625,[38172],First Aid : A Wartime Comedy In One Act (1918),292,en,2010,,Anthologies (non-poetry)
53728,1168789060,[38215],"On Hay-Fever, Hay-Asthma, or Summer Catarrh (1866)",292,en,2010,,Anthologies (non-poetry)
53729,1165080990,[38228],The Medical Evidence Relative to the Duration of Human Pregnancy (1826),292,en,2010,,Anthologies (non-poetry)
53730,1165078953,"[38232, 38233]",The Parish Leech : A Medical Metrical Medley (1870),292,en,2010,,Anthologies (non-poetry)
53731,1165076977,[38234],The Medical Remembrancer : Or Book of Emergencies (1845),292,en,2010,,Anthologies (non-poetry)
53732,1166996956,[38236],"Outlines of Physiology, Part 1-2 : For the Use of Students (1848)",292,en,2010,,Anthologies (non-poetry)
53733,1166995135,[38244],Professional Anecdotes V3 : Or Ana of Medical Literature (1825),292,en,2010,,Anthologies (non-poetry)
53734,1168652529,[38266],Researches Into the Physiology of the Brain,292,en,2010,,Anthologies (non-poetry)
53735,116866084X,[38284],"The Four Different Stages of Hypnotic Sleep : Hypo-Lethargic, Lethargic, Cataleptic and Somnambulistic",292,en,2010,,Anthologies (non-poetry)
53736,1166524108,"[38294, 38295]",Diseases of the Larynx (1885),292,en,2010,,Anthologies (non-poetry)
53737,1166504395,[38296],A Treatise on the Utility of Sangui-Suction or Leech Bleeding : In the Treatment of a Great Variety of Diseases (1822),292,en,2010,,Anthologies (non-poetry)
53738,1166502457,[38300],AIDS to Surgical Diagnosis (1906),292,en,2010,,Anthologies (non-poetry)
53739,1166929531,[38301],Numerous Cases of Surgical Operations Without Pain in the Mesmeric State (1843),292,en,2010,,Anthologies (non-poetry)
53740,1166562670,[38302],"The Wallace System of Cure and Its Uses in the Diseases of Children, More Especially in Diphtheria (1890)",292,en,2010,,Anthologies (non-poetry)
53741,1498040330,"[23241, 38315]","Hypnotism, Or Suggestion And Psychotherapy : A Study Of The Psychological, Psychophysiological And Therapeutic Aspects Of Hypnotism",292,en,2014,,Anthologies (non-poetry)
53742,1498018394,[38316],Cabin Fever,292,en,2014,,Anthologies (non-poetry)
53743,1165274434,[38403],A Surgeon in Khaki (1915) a Surgeon in Khaki (1915),292,en,2010,,Anthologies (non-poetry)
53744,1167083040,"[38427, 38428, 37343]",Studies from the Laboratories for Surgical Research (1907),292,en,2010,,Anthologies (non-poetry)
53745,1167065042,[38429],Selections in Pathology and Surgery : Or an Exposition of the Nature and Treatment of Local Disease (1839),292,en,2010,,Anthologies (non-poetry)
53746,1432618113,[38548],Hypnotism,292,en,2004,,Anthologies (non-poetry)
53747,1104453606,[38571],"The Medical Chronicle V7, April, 1897 To September, 1897 : A Monthly Record Of The Progress Of Medical Science (1897)",292,en,2009,,Anthologies (non-poetry)
53748,1166672352,[38594],Medical Observations and Inquiries V6 (1784),292,en,2010,,Anthologies (non-poetry)
53749,1166327442,[38595],Medical Essays and Observations V2 (1737),292,en,2010,,Anthologies (non-poetry)
53750,1166396851,[38596],"An American Medical Student : James Jackson, Junior, 1810-1833 (1903)",292,en,2010,,Anthologies (non-poetry)
53751,1166982920,[38613],Physiology for Boys and Girls (1893),292,en,2010,,Anthologies (non-poetry)
53752,1167189396,[38614],"The Queen V. Edward Truelove : For Publishing Robert Dale Owen's Moral Physiology, and a Pamphlet (1878)",292,en,2010,,Anthologies (non-poetry)
53753,116704455X,[38615],The London and Provincial Homeopathic Medical Directory (1866),292,en,2010,,Anthologies (non-poetry)
53754,1167096436,[38613],Physiology for Boys and Girls (1893),292,en,2010,,Anthologies (non-poetry)
53755,1166441202,[38616],A Topical Synopsis of Lectures on Animal Physiology (1885),292,en,2010,,Anthologies (non-poetry)
53756,1166441261,[38617],"Alcohol, as a Food and Medicine : A Paper from the Transactions of the International Medical Congress (1877)",292,en,2010,,Anthologies (non-poetry)
53757,1167261011,[38614],"The Queen V. Edward Truelove : For Publishing Robert Dale Owen's Moral Physiology, and a Pamphlet (1878)",292,en,2010,,Anthologies (non-poetry)
53758,116646492X,[38641],Hay Fever or Summer Catarrh : Its Nature and Treatment (1876),292,en,2010,,Anthologies (non-poetry)
53759,1166513319,[38642],A Compend of Equine Anatomy and Physiology (1890),292,en,2010,,Anthologies (non-poetry)
53760,1166597326,[38643],Medical Facts and Observations V1 (1791),292,en,2010,,Anthologies (non-poetry)
53761,1166543498,[38648],"The Western Osteopath : June, 1921 to May, 1922 (1921)",292,en,2010,,Anthologies (non-poetry)
53762,1296691519,[38682],Memoirs of General William T. Sherman; Volume 2,292,en,2015,4.22,Anthologies (non-poetry)
53763,1166410293,[38705],Anatomy of Boophilus Annulatus Say (1905),292,en,2010,,Anthologies (non-poetry)
53764,1166542548,[38760],Abstract of the Proceedings of the Association of Life Insurance Medical Directors of America (1915),292,en,2010,,Anthologies (non-poetry)
53765,1168839750,[38761],Constipation : What Is It and What Is Its Cure?,292,en,2010,,Anthologies (non-poetry)
53766,116881247X,[38767],Information and Suggestions for Medical Examiners (1903),292,en,2010,,Anthologies (non-poetry)
53767,1168805651,[38774],Doctor Yates' Essay on Bilious Epidemic Fever (1813),292,en,2010,,Anthologies (non-poetry)
53768,1168802873,[38775],"Hypnotism : When Harmful, When Beneficial; How to Use It",292,en,2010,,Anthologies (non-poetry)
53769,1168219426,"[38776, 38777, 38778]",A Laboratory Manual of Experimental Physiology : Including General Physiology (1919),292,en,2010,,Anthologies (non-poetry)
53770,548450587,"[38788, 38789]",The Medical and Orthopedic Management of Chronic Arthritis,292,en,2007,,Anthologies (non-poetry)
53771,548325030,[38790],Medical Lectures And Aphorisms,292,en,2007,,Anthologies (non-poetry)
53772,548314381,"[38791, 38792]",Glimpses Of Medical Europe,292,en,2007,,Anthologies (non-poetry)
53773,548277397,[38793],"Forty Years In The Medical Profession, 1858-1898",292,en,2007,,Anthologies (non-poetry)
53774,1166475476,[38803],Anatomy and Physiology : Designed for Academies and Families (1847),292,en,2010,,Anthologies (non-poetry)
53775,1166476170,[38804],"An Essay on Fevers : To Which Is Now Added, a Dissertation on the Malignant, Ulcerous Sore Throat (1764)",292,en,2010,,Anthologies (non-poetry)
53776,1166472302,[38805],Experimental Essays on Medical and Philosophical Subjects (1767),292,en,2010,,Anthologies (non-poetry)
53777,1166468194,[38806],"Anatomy, Physiology, Hygiene (1891)",292,en,2010,,Anthologies (non-poetry)
53778,1166581284,[38837],Brodie's Medical Work On Virility (1844),292,en,2010,,Anthologies (non-poetry)
53779,1166537374,"[38051, 38052]","Diseases of the Ear, Nose, and Throat : For the Family Physician and the Undergraduate Medical Student (1911)",292,en,2010,,Anthologies (non-poetry)
53780,1166533441,[38804],"An Essay on Fevers : To Which Is Now Added, a Dissertation on the Malignant, Ulcerous Sore Throat (1764)",292,en,2010,,Anthologies (non-poetry)
53781,1166529843,[38805],Experimental Essays on Medical and Philosophical Subjects (1767),292,en,2010,,Anthologies (non-poetry)
53782,1166649903,[38643],Medical Facts and Observations V1 (1791),292,en,2010,,Anthologies (non-poetry)
53783,1166636887,[38838],Medical Problems of Immigration (1913),292,en,2010,,Anthologies (non-poetry)
53784,1168135753,[38839],"Medical Essays, 1842-1882 (1861)",292,en,2010,,Anthologies (non-poetry)
53785,116573821X,[38571],"The Medical Chronicle V7, April, 1897 to September, 1897 : A Monthly Record of the Progress of Medical Science (1897)",292,en,2010,,Anthologies (non-poetry)
53786,1165888750,[38842],Cattle Tick and Texas Fever (1898),292,en,2010,,Anthologies (non-poetry)
53787,1165281538,[38843],A Dissertation on Infanticide : In Its Relations to Physiology and Jurisprudence (1821),292,en,2010,,Anthologies (non-poetry)
53788,1164936999,[38845],"Medical Reports, on the Effects of Water V1 : Cold and Warm, as a Remedy in Fever and Other Diseases (1805)",292,en,2010,,Anthologies (non-poetry)
53789,1164276182,[38846],A Bluestocking In India : Her Medical Wards And Messages Home (1910),292,en,2010,,Anthologies (non-poetry)
53790,1164275356,[38847],Moral Principles And Medical Practice : The Basis Of Medical Jurisprudence (1897),292,en,2010,,Anthologies (non-poetry)
53791,1165048868,[38845],"Medical Reports, on the Effects of Water V1 : Cold and Warm, as a Remedy in Fever and Other Diseases (1805)",292,en,2010,,Anthologies (non-poetry)
53792,116436684X,[38852],Some Recent Researches In Plant Physiology (1916),292,en,2010,,Anthologies (non-poetry)
53793,1165993848,[33330],"Observations on Fevers : Especially Those of the Continued Type, and on the Scarlet Fever Attended with Ulcerated Sore Throat (1780)",292,en,2010,,Anthologies (non-poetry)
53794,1165978253,[38853],The Marvels of Our Bodily Dwelling : Physiology Made Interesting (1895),292,en,2010,,Anthologies (non-poetry)
53795,1165352540,[38854],Everyday Wonders Everyday Wonders : Or Facts in Physiology Which All Should Know (1850) or Facts in Physiology Which All Should Know (1850),292,en,2010,,Anthologies (non-poetry)
53796,1165335441,[38854],Everyday Wonders : Or Facts in Physiology Which All Should Know (1850),292,en,2010,,Anthologies (non-poetry)
53797,116549485X,[38861],Medical Commentaries V9 : For the Years 1783-1784 (1785),292,en,2010,,Anthologies (non-poetry)
53798,1165641097,[38862],"Pain and Anaesthetics : An Essay, Introductory to a Series of Surgical and Medical Monographs (1862)",292,en,2010,,Anthologies (non-poetry)
53799,1166469492,[38804],"An Essay on Fevers, and Their Various Kinds, as Depending on Different Constitutions of the Blood (1750)",292,en,2010,,Anthologies (non-poetry)
53800,1166162095,[38866],What Is Bright's Disease? Its Curability (1882),292,en,2010,,Anthologies (non-poetry)
53801,1163410136,[38890],The New Method In Diabetes,292,en,2010,,Anthologies (non-poetry)
53802,1163473707,[38895],Mental Physiology : Especially In Its Relations To Mental Disorders,292,en,2010,,Anthologies (non-poetry)
53803,1162951079,[38896],"The Works, Literary, Moral, And Medical of Thomas Percival V3",292,en,2010,,Anthologies (non-poetry)
53804,1162943904,"[38897, 38898]",Hypnotism And Its Application To Practical Medicine,292,en,2010,,Anthologies (non-poetry)
53805,1167109503,[38244],Professional Anecdotes V3 : Or Ana of Medical Literature (1825),292,en,2010,,Anthologies (non-poetry)
53806,1167184173,[19992],The Physiology Of Food And Economy In Diet (1917),292,en,2010,,Anthologies (non-poetry)
53807,1167182456,[38899],The Medical Graduate And His Needs (1884),292,en,2010,,Anthologies (non-poetry)
53808,1167178041,[38900],"Yellow Fever Prophylaxis In New Orleans, 1905 (1906)",292,en,2010,,Anthologies (non-poetry)
53809,1166424839,[38901],Anatomy and Physiology of the Eye : With Hints for the Preservation of the Eye-Sight (1901),292,en,2010,,Anthologies (non-poetry)
53810,1166418138,[38906],American Zionist Medical Unit for Palestine (1919),292,en,2010,,Anthologies (non-poetry)
53811,1166128911,[38907],"Functional Affinities of Man, Monkeys and Apes : A Study of the Bearings of Physiology and Behavior on the Taxonomy and Phylogeny of Lemurs, Monkeys, a",292,en,2010,,Anthologies (non-poetry)
53812,116614741X,[38908],The Nature of Fever (1887),292,en,2010,,Anthologies (non-poetry)
53813,1168282136,[38910],Congres Medical de France (1865),292,en,2010,,Anthologies (non-poetry)
53814,1168164222,[38910],Congres Medical de France (1865),292,en,2010,,Anthologies (non-poetry)
53815,1168519225,[38911],Die Wurmkrankheiten Des Menschen Mit Versuchen an Lebenden Thieren : Gekronte Preisschrift (1855),292,en,2010,,Anthologies (non-poetry)
53816,116864612X,[38912],Hypnotism and Spirit World,292,en,2010,,Anthologies (non-poetry)
53817,1168238021,"[38913, 38914]","Human Physiology : An Elementary Textbook of Anatomy, Physiology, and Hygiene (1909)",292,en,2010,,Anthologies (non-poetry)
53818,1168221021,[38915],The Chemical Basis of the Animal Body : An Appendix to Foster's Text Book of Physiology (1892),292,en,2010,,Anthologies (non-poetry)
53819,1168139058,[38919],"The Eye, Its Refraction and Diseases (1904)",292,en,2010,,Anthologies (non-poetry)
53820,1166972135,"[38913, 38920]",Primer of Sanitation : Being a Simple Work on Disease Germs and How to Fight Them (1909),292,en,2010,,Anthologies (non-poetry)
53821,1163527777,[38927],Personal Reminiscences And Recollections Of Forty-Six Years' Membership In The Medical Society Of The District Of Columbia,292,en,2010,,Anthologies (non-poetry)
53822,1163540277,[38928],A Treatise On Fever,292,en,2010,,Anthologies (non-poetry)
53823,1166294641,[38929],Pathological Inquiries and Observations in Surgery from the Dissections of Morbid Bodies (1766),292,en,2010,,Anthologies (non-poetry)
53824,1166415074,[38930],A Discourse on Self-Limited Diseases (1835),292,en,2010,,Anthologies (non-poetry)
53825,1166405141,[38931],A Page in the History of Ovariotomy in London (1886),292,en,2010,,Anthologies (non-poetry)
53826,1166398951,[38932],Diseases of Trees Likely to Follow Mechanical Injuries (1891),292,en,2010,,Anthologies (non-poetry)
53827,116600984X,[38933],Iliau : An Endemic Cane Disease (1912),292,en,2010,,Anthologies (non-poetry)
53828,1166925064,[38937],Diseases of the Perspiratory and Sebaceous Glands (1885),292,en,2010,,Anthologies (non-poetry)
53829,1167060032,"[1634, 31327]",Five Years' Experience in the New Cure of Consumption by Its Own Virus : Presumably on a Line with the Method of Koch (1890),292,en,2010,,Anthologies (non-poetry)
53830,1437198678,[38939],Manual For The Medical Department (1899),292,en,2008,,Anthologies (non-poetry)
53831,1437102204,[38940],Physiology and Pathology of the Urine : With Methods for Its Examination (1904),292,en,2008,,Anthologies (non-poetry)
53832,1430463732,[38945],"Etiopathy Or, Way Of Life : Being An Exposition Of Ontology, Physiology And Therapeutics",292,en,2007,,Anthologies (non-poetry)
53833,1430475366,"[38946, 38947]",Medical Logic : The Sydenham Society,292,en,2007,,Anthologies (non-poetry)
53834,1432576623,[38948],Bring Out Your Dead : The Great Plague of Yellow Fever in Philadelphia in 1793,292,en,2007,3.82,Anthologies (non-poetry)
